Day,Year,Month_x,PM2.5,TempAVG
28/7/2023,2023,7,2.73,31.2875
29/7/2023,2023,7,2.5,31.44583333
30/7/2023,2023,7,2.64,30.27619048
31/7/2023,2023,7,2.45,30.04166667
1/8/2023,2023,8,2.73,31.38333333
2/8/2023,2023,8,3.05,29.6375
3/8/2023,2023,8,3.27,29.40833333
4/8/2023,2023,8,3.55,28.79166667
5/8/2023,2023,8,2.86,30.00833333
6/8/2023,2023,8,2.82,28.23333333
7/8/2023,2023,8,2.73,28.33333333
8/8/2023,2023,8,2.77,28.975
9/8/2023,2023,8,2.91,29.5375
10/8/2023,2023,8,3.18,31.075
11/8/2023,2023,8,2.73,30.2
12/8/2023,2023,8,3.32,29.90416667
13/8/2023,2023,8,3,30.66666667
14/8/2023,2023,8,3.05,30.81666667
15/8/2023,2023,8,3.09,31.4875
16/8/2023,2023,8,2.86,29.95416667
17/8/2023,2023,8,2.77,31.525
18/8/2023,2023,8,2.86,31.75
19/8/2023,2023,8,3.05,32.675
20/8/2023,2023,8,3.09,28.45416667
21/8/2023,2023,8,2.5,27.73333333
22/8/2023,2023,8,2.77,29.79166667
23/8/2023,2023,8,2.86,30.24583333
24/8/2023,2023,8,3,30.52916667
25/8/2023,2023,8,2.82,30.32916667
26/8/2023,2023,8,3,29.91666667
27/8/2023,2023,8,2.45,30.26666667
28/8/2023,2023,8,2.45,31.0875
29/8/2023,2023,8,2.41,31.24583333
30/8/2023,2023,8,2.5,28.12083333
31/8/2023,2023,8,3.18,28.09166667
1/9/2023,2023,9,3,28.20833333
2/9/2023,2023,9,3.32,31.42916667
3/9/2023,2023,9,2.91,29.27083333
4/9/2023,2023,9,2.36,28.85833333
5/9/2023,2023,9,1.86,29.6625
6/9/2023,2023,9,2.36,27.27916667
7/9/2023,2023,9,2.91,28.51666667
8/9/2023,2023,9,2.32,28.425
9/9/2023,2023,9,2.45,29.79583333
10/9/2023,2023,9,1.95,28.5375
11/9/2023,2023,9,1.5,28.52916667
12/9/2023,2023,9,1.5,27.7
13/9/2023,2023,9,1.82,27.72083333
14/9/2023,2023,9,1.05,28.4125
15/9/2023,2023,9,1.23,26.58333333
16/9/2023,2023,9,0.91,27.40416667
17/9/2023,2023,9,1.27,27.20416667
18/9/2023,2023,9,1.95,27.55
19/9/2023,2023,9,3.27,27.75
20/9/2023,2023,9,3.18,28.77083333
21/9/2023,2023,9,2.45,28.725
22/9/2023,2023,9,3.09,27.47916667
23/9/2023,2023,9,3.36,29.04166667
24/9/2023,2023,9,3.59,29.49583333
25/9/2023,2023,9,2.82,28.8375
26/9/2023,2023,9,2.14,25.5875
27/9/2023,2023,9,1.64,25.98333333
28/9/2023,2023,9,3.27,26.10833333
29/9/2023,2023,9,1.95,27.77083333
30/9/2023,2023,9,2.68,28.25416667
1/10/2023,2023,10,2.64,30.69181818
2/10/2023,2023,10,1.5,
3/10/2023,2023,10,2.14,
4/10/2023,2023,10,3,
5/10/2023,2023,10,3.23,30.69181818
6/10/2023,2023,10,1.95,28.50052632
7/10/2023,2023,10,2.05,29.26272727
8/10/2023,2023,10,2.5,28.85541667
9/10/2023,2023,10,3.27,29.74541667
10/10/2023,2023,10,2.77,28.05375
11/10/2023,2023,10,1.95,28.9825
12/10/2023,2023,10,2.77,29.86333333
13/10/2023,2023,10,3.91,31.22041667
14/10/2023,2023,10,3.09,31.78083333
15/10/2023,2023,10,3.45,31.75625
16/10/2023,2023,10,3.95,30.56041667
17/10/2023,2023,10,5.05,30.74
18/10/2023,2023,10,5.64,30.59826087
19/10/2023,2023,10,4.27,29.62043478
20/10/2023,2023,10,5.32,31.68875
21/10/2023,2023,10,3.95,27.82875
22/10/2023,2023,10,3.09,29.25041667
23/10/2023,2023,10,4.23,30.17708333
24/10/2023,2023,10,4.77,30.53208333
25/10/2023,2023,10,4.05,31.01375
26/10/2023,2023,10,3.55,31.02208333
27/10/2023,2023,10,3.14,29.48791667
28/10/2023,2023,10,3.5,28.84166667
29/10/2023,2023,10,3.77,29.09791667
30/10/2023,2023,10,3.14,28.435
31/10/2023,2023,10,2.64,29.60541667
1/11/2023,2023,11,3.27,30.42833333
2/11/2023,2023,11,4.45,30.79583333
3/11/2023,2023,11,4.73,31.50416667
4/11/2023,2023,11,5,29.42708333
5/11/2023,2023,11,3.68,28.71666667
6/11/2023,2023,11,3.95,30.31166667
7/11/2023,2023,11,2.91,28.98130435
8/11/2023,2023,11,3.45,30.31625
9/11/2023,2023,11,3.59,29.13833333
10/11/2023,2023,11,4.05,29.70791667
11/11/2023,2023,11,3.5,29.5973913
12/11/2023,2023,11,3.18,29.271
13/11/2023,2023,11,3.23,30.61826087
14/11/2023,2023,11,2.68,30.79388889
15/11/2023,2023,11,2.73,30.83
16/11/2023,2023,11,2.55,29.695625
17/11/2023,2023,11,2.41,27.78736842
18/11/2023,2023,11,3.82,25.61285714
19/11/2023,2023,11,4.64,25.74727273
20/11/2023,2023,11,4.73,26.28777778
21/11/2023,2023,11,4.68,29.08294118
22/11/2023,2023,11,5.41,28.49615385
23/11/2023,2023,11,5.05,29.79882353
24/11/2023,2023,11,5,29.94227273
25/11/2023,2023,11,3.82,29.07125
26/11/2023,2023,11,4.55,30.02666667
27/11/2023,2023,11,3.36,29.5375
28/11/2023,2023,11,4.77,28.36416667
29/11/2023,2023,11,6.05,27.87791667
30/11/2023,2023,11,5.41,30.16125
1/12/2023,2023,12,3.86,28.22173913
2/12/2023,2023,12,3.14,28.14166667
3/12/2023,2023,12,3.09,28.875
4/12/2023,2023,12,3.32,28.07083333
5/12/2023,2023,12,4.55,29.07083333
6/12/2023,2023,12,4.05,29.80833333
7/12/2023,2023,12,2.77,27.37916667
8/12/2023,2023,12,3.91,28.7
9/12/2023,2023,12,5.23,29.63333333
10/12/2023,2023,12,6.55,30.02916667
11/12/2023,2023,12,4.91,29.86666667
12/12/2023,2023,12,6.77,30.22608696
13/12/2023,2023,12,5.05,29.17083333
14/12/2023,2023,12,3.64,28.9625
15/12/2023,2023,12,5.05,30.10416667
16/12/2023,2023,12,5.27,30.45833333
17/12/2023,2023,12,4.59,29.325
18/12/2023,2023,12,3.36,28.56666667
19/12/2023,2023,12,4.36,29.425
20/12/2023,2023,12,4.14,28.7375
21/12/2023,2023,12,3.05,26.6375
22/12/2023,2023,12,3.45,23.59166667
23/12/2023,2023,12,4.36,22.45
24/12/2023,2023,12,4.77,23.37916667
25/12/2023,2023,12,5.23,23.775
26/12/2023,2023,12,5.95,25.25
27/12/2023,2023,12,5.68,26.23333333
28/12/2023,2023,12,5.5,27.80833333
29/12/2023,2023,12,5.32,28.075
30/12/2023,2023,12,5.64,28.80416667
31/12/2023,2023,12,5.36,29.50416667
1/1/2024,2024,1,4.45,25.35
2/1/2024,2024,1,4.59,25.825
3/1/2024,2024,1,3.86,25.25833333
4/1/2024,2024,1,4.55,24.58333333
5/1/2024,2024,1,4.41,25.00833333
6/1/2024,2024,1,4.91,25.14166667
7/1/2024,2024,1,4.91,25.32083333
8/1/2024,2024,1,5.27,25.95416667
9/1/2024,2024,1,7.27,26.00833333
10/1/2024,2024,1,5.91,26.20434783
11/1/2024,2024,1,4.91,27.13333333
12/1/2024,2024,1,4.55,26.67916667
13/1/2024,2024,1,4.55,26.53333333
14/1/2024,2024,1,5,25.975
15/1/2024,2024,1,4.86,25.57083333
16/1/2024,2024,1,4.32,25.125
17/1/2024,2024,1,5.82,25.29166667
18/1/2024,2024,1,6.5,25.10833333
19/1/2024,2024,1,7.05,25.53478261
20/1/2024,2024,1,6.41,25.09565217
21/1/2024,2024,1,5.41,24.7375
22/1/2024,2024,1,5.77,24.45217391
23/1/2024,2024,1,6.36,23.6
24/1/2024,2024,1,4.59,23.30833333
25/1/2024,2024,1,4.41,20.05833333
26/1/2024,2024,1,5.14,22.57391304
27/1/2024,2024,1,6.14,23.56521739
28/1/2024,2024,1,6.73,24.71304348
29/1/2024,2024,1,5.73,23.8125
30/1/2024,2024,1,7.27,23.02173913
31/1/2024,2024,1,7.27,25.33913043
1/2/2024,2024,2,4.91,28.55
2/2/2024,2024,2,4.05,28.75
3/2/2024,2024,2,4.18,28.80416667
4/2/2024,2024,2,4.36,29.09166667
5/2/2024,2024,2,5.05,29.62083333
6/2/2024,2024,2,4.55,29.6125
7/2/2024,2024,2,4.27,29.075
8/2/2024,2024,2,4.05,28.8125
9/2/2024,2024,2,3.95,29.4125
10/2/2024,2024,2,5.14,29.05
11/2/2024,2024,2,5.59,27.34166667
12/2/2024,2024,2,6.86,26.52916667
13/2/2024,2024,2,7.09,27.30416667
14/2/2024,2024,2,7.5,28.97916667
15/2/2024,2024,2,7,30.1
16/2/2024,2024,2,4.91,30.35
17/2/2024,2024,2,4.18,28.95833333
18/2/2024,2024,2,3.59,28.66666667
19/2/2024,2024,2,3.41,28.35
20/2/2024,2024,2,2.86,29.0625
21/2/2024,2024,2,3.14,29.1625
22/2/2024,2024,2,3.23,29.19166667
23/2/2024,2024,2,3.27,29.36666667
24/2/2024,2024,2,3.41,29.9625
25/2/2024,2024,2,3.41,30.34583333
26/2/2024,2024,2,4.27,30.7
27/2/2024,2024,2,5.27,30.55833333
28/2/2024,2024,2,4.05,30.17916667
29/2/2024,2024,2,,29.51666667
1/3/2024,2024,3,3.73,30.20434783
2/3/2024,2024,3,4.32,30.0826087
3/3/2024,2024,3,4.32,30.63913043
4/3/2024,2024,3,4.09,30.57083333
5/3/2024,2024,3,3.91,30.5625
6/3/2024,2024,3,3.77,30.4375
7/3/2024,2024,3,4.41,30.75416667
8/3/2024,2024,3,4,30.40416667
9/3/2024,2024,3,3.86,29.5
10/3/2024,2024,3,3.32,30.31666667
11/3/2024,2024,3,5.14,29.77916667
12/3/2024,2024,3,4.5,28.69166667
13/3/2024,2024,3,4,29.22173913
14/3/2024,2024,3,3.73,30.0625
15/3/2024,2024,3,3.55,30.39130435
16/3/2024,2024,3,3.55,29.69130435
17/3/2024,2024,3,3.68,30.0125
18/3/2024,2024,3,4.18,29.98333333
19/3/2024,2024,3,4.41,28.67083333
20/3/2024,2024,3,4.73,27.025
21/3/2024,2024,3,6.14,28.81666667
22/3/2024,2024,3,6.41,30.325
23/3/2024,2024,3,3.59,29.82916667
24/3/2024,2024,3,3.59,30.2375
25/3/2024,2024,3,4,30.82083333
26/3/2024,2024,3,3.5,30.54782609
27/3/2024,2024,3,3.41,29.875
28/3/2024,2024,3,3.45,30.78333333
29/3/2024,2024,3,3.95,30.29583333
30/3/2024,2024,3,3.23,31.125
31/3/2024,2024,3,3.18,31.39166667
1/4/2024,2024,4,4.5,31.2
2/4/2024,2024,4,4.32,31.2
3/4/2024,2024,4,4.27,30.95
4/4/2024,2024,4,4,30.74166667
5/4/2024,2024,4,4.27,30.93333333
6/4/2024,2024,4,4.14,31.0625
7/4/2024,2024,4,3.68,31.47826087
8/4/2024,2024,4,3.45,31.74583333
9/4/2024,2024,4,2.77,32.225
10/4/2024,2024,4,3.5,32.0875
11/4/2024,2024,4,6.59,32.67916667
12/4/2024,2024,4,4.41,31.67083333
13/4/2024,2024,4,4.18,31.12916667
14/4/2024,2024,4,4.14,31.50416667
15/4/2024,2024,4,4,31.69130435
16/4/2024,2024,4,3.73,31.51666667
17/4/2024,2024,4,3.73,31.50416667
18/4/2024,2024,4,3.95,31.85
19/4/2024,2024,4,4.77,31.59166667
20/4/2024,2024,4,5.59,32.30416667
21/4/2024,2024,4,5.91,32.64347826
22/4/2024,2024,4,5.18,31.88333333
23/4/2024,2024,4,4.45,31.93333333
24/4/2024,2024,4,3.59,31.625
25/4/2024,2024,4,2.91,32.2375
26/4/2024,2024,4,3.14,32.0125
27/4/2024,2024,4,3.23,32.1125
28/4/2024,2024,4,2.86,32.175
29/4/2024,2024,4,2.64,32.4125
30/4/2024,2024,4,4.32,32.52608696
1/5/2024,2024,5,5.59,32.49583333
2/5/2024,2024,5,5.55,32.62916667
3/5/2024,2024,5,5.14,32.54166667
4/5/2024,2024,5,4.64,32.25
5/5/2024,2024,5,5.73,32.76666667
6/5/2024,2024,5,5.18,32.10833333
7/5/2024,2024,5,3.73,26.33333333
8/5/2024,2024,5,3.77,30.1125
9/5/2024,2024,5,3.32,30.49583333
10/5/2024,2024,5,3.32,30.74166667
11/5/2024,2024,5,3.23,29.775
12/5/2024,2024,5,4.41,32.42083333
13/5/2024,2024,5,3.41,28.3875
14/5/2024,2024,5,3.73,30.24545455
15/5/2024,2024,5,5.09,32.46956522
16/5/2024,2024,5,3.55,30.75833333
17/5/2024,2024,5,3.14,31.34166667
18/5/2024,2024,5,2.95,30.57916667
19/5/2024,2024,5,2.68,30.5625
20/5/2024,2024,5,2.91,29.975
21/5/2024,2024,5,2.55,28.5125
22/5/2024,2024,5,2.41,29.83333333
23/5/2024,2024,5,2.27,28.3875
24/5/2024,2024,5,2.09,29.07916667
25/5/2024,2024,5,2.27,30.0125
26/5/2024,2024,5,1.91,29.98333333
27/5/2024,2024,5,2.36,30.44583333
28/5/2024,2024,5,2.68,31.17391304
29/5/2024,2024,5,2.68,31.9125
30/5/2024,2024,5,2.64,30.95416667
31/5/2024,2024,5,2.36,29.3625
1/6/2024,2024,6,2,29.35
2/6/2024,2024,6,1.77,30.63333333
3/6/2024,2024,6,2.36,30.88333333
4/6/2024,2024,6,3.05,31.13333333
5/6/2024,2024,6,2.5,29.82916667
6/6/2024,2024,6,2.41,30.35217391
7/6/2024,2024,6,2.73,30.00416667
8/6/2024,2024,6,2.86,30.675
9/6/2024,2024,6,2.14,30.32916667
10/6/2024,2024,6,1.82,29.64347826
11/6/2024,2024,6,2.23,29.49583333
12/6/2024,2024,6,2.09,29.64583333
13/6/2024,2024,6,2.86,31.01666667
14/6/2024,2024,6,2.64,31.05416667
15/6/2024,2024,6,2.91,30.48571429
16/6/2024,2024,6,2.68,
17/6/2024,2024,6,2.59,30.025
18/6/2024,2024,6,2.86,30.42916667
19/6/2024,2024,6,2.82,30.41666667
20/6/2024,2024,6,2.36,30.55
21/6/2024,2024,6,2.32,30.2
22/6/2024,2024,6,2.14,30.5875
23/6/2024,2024,6,2.09,29.7
24/6/2024,2024,6,2.27,28.64583333
25/6/2024,2024,6,2,27.57083333
26/6/2024,2024,6,2.23,26.15416667
27/6/2024,2024,6,2.86,29.3
28/6/2024,2024,6,2.64,30.2173913
29/6/2024,2024,6,2.59,28.06
30/6/2024,2024,6,2.27,29.35384615
1/7/2024,2024,7,2.09,29.49166667
2/7/2024,2024,7,2.45,31.12083333
3/7/2024,2024,7,2.55,29.4375
4/7/2024,2024,7,2.68,27.33333333
5/7/2024,2024,7,1.95,28.09166667
6/7/2024,2024,7,2.77,29.79565217
7/7/2024,2024,7,2.41,30.325
8/7/2024,2024,7,2.41,29.49166667
9/7/2024,2024,7,2.68,29.125
10/7/2024,2024,7,2.45,28.4125
11/7/2024,2024,7,2.55,27.96666667
12/7/2024,2024,7,2.32,28.07391304
13/7/2024,2024,7,2.82,28.43333333
14/7/2024,2024,7,2.55,29.57916667
15/7/2024,2024,7,2.68,28.375
16/7/2024,2024,7,2.55,28.38333333
17/7/2024,2024,7,2.27,28.84166667
18/7/2024,2024,7,2.27,28.1
19/7/2024,2024,7,2.18,28.4625
20/7/2024,2024,7,2.27,27.79583333
21/7/2024,2024,7,2.68,27.8625
22/7/2024,2024,7,3.05,28.175
23/7/2024,2024,7,3.14,27.94583333
24/7/2024,2024,7,2,28.75416667
25/7/2024,2024,7,2.32,28.225
26/7/2024,2024,7,2.64,28.46666667
27/7/2024,2024,7,2.45,27.8875
28/7/2024,2024,7,2.05,28.2125
29/7/2024,2024,7,1.14,28.32083333
30/7/2024,2024,7,2.27,28.01666667
31/7/2024,2024,7,2.27,28.71666667
1/8/2024,2024,8,2.36,27.43478261
2/8/2024,2024,8,3.05,26.5375
3/8/2024,2024,8,2.73,26.76666667
4/8/2024,2024,8,2.59,28.84166667
5/8/2024,2024,8,2.18,27.08421053
6/8/2024,2024,8,2.77,28.86363636
7/8/2024,2024,8,2.41,30.4875
8/8/2024,2024,8,2.95,28.47058824
9/8/2024,2024,8,2.59,28.55
10/8/2024,2024,8,2.32,31.96086957
11/8/2024,2024,8,2.09,31.14166667
12/8/2024,2024,8,2,26.21052632
13/8/2024,2024,8,2.36,28.075
14/8/2024,2024,8,3.05,28.34705882
15/8/2024,2024,8,2.45,30.44736842
16/8/2024,2024,8,2.41,27.975
17/8/2024,2024,8,2.09,26.89047619
18/8/2024,2024,8,2.32,28.54210526
19/8/2024,2024,8,2.18,27.86666667
20/8/2024,2024,8,2.55,26.16111111
21/8/2024,2024,8,2.36,27.12
22/8/2024,2024,8,2.64,27.85
23/8/2024,2024,8,2.32,25.30625
24/8/2024,2024,8,2.68,29.19583333
25/8/2024,2024,8,2.41,28.45652174
26/8/2024,2024,8,2.32,27.025
27/8/2024,2024,8,2.36,27.35
28/8/2024,2024,8,2.14,28.1826087
29/8/2024,2024,8,2.23,29.55909091
30/8/2024,2024,8,2.59,29.45833333
31/8/2024,2024,8,1.36,27.95416667
1/9/2024,2024,9,2.14,30.65
2/9/2024,2024,9,2.32,28.26086957
3/9/2024,2024,9,2.45,28.075
4/9/2024,2024,9,2.59,28.1625
5/9/2024,2024,9,2.73,29.69166667
6/9/2024,2024,9,3,30.16666667
7/9/2024,2024,9,3,29.42916667
8/9/2024,2024,9,2.32,29.3375
9/9/2024,2024,9,2.27,29.32083333
10/9/2024,2024,9,2.45,28.95
11/9/2024,2024,9,2.36,28.5375
12/9/2024,2024,9,2.59,28.6875
13/9/2024,2024,9,2.82,28.3
14/9/2024,2024,9,2.77,28.1
15/9/2024,2024,9,2.59,28.65833333
16/9/2024,2024,9,3.23,30.74583333
17/9/2024,2024,9,3.82,34.02857143
18/9/2024,2024,9,2.77,30.92
19/9/2024,2024,9,3.32,33.99166667
20/9/2024,2024,9,2.45,30.59090909
21/9/2024,2024,9,0.5,29.63
22/9/2024,2024,9,0.59,29.62
23/9/2024,2024,9,2.82,30.8
24/9/2024,2024,9,2.68,29.16363636
25/9/2024,2024,9,3.27,30.96363636
26/9/2024,2024,9,3.86,33.29090909
27/9/2024,2024,9,4.32,33.75833333
28/9/2024,2024,9,3.55,34.1375
29/9/2024,2024,9,2.55,32.67272727
30/9/2024,2024,9,2.36,34.4
1/10/2024,2024,10,2.32,31.7
2/10/2024,2024,10,2,31.75
3/10/2024,2024,10,2.32,30.79090909
4/10/2024,2024,10,2.36,30.4625
5/10/2024,2024,10,3.5,34.03636364
6/10/2024,2024,10,4,33.17272727
7/10/2024,2024,10,3.23,33.97
8/10/2024,2024,10,2.5,32.88333333
9/10/2024,2024,10,2.86,31.31111111
10/10/2024,2024,10,3.77,31.76363636
11/10/2024,2024,10,3.36,32.71
12/10/2024,2024,10,4.14,32.84545455
13/10/2024,2024,10,3,31.88888889
14/10/2024,2024,10,3.36,34.18181818
15/10/2024,2024,10,4.18,35.10909091
16/10/2024,2024,10,3.64,30.36363636
17/10/2024,2024,10,4.18,34.25
18/10/2024,2024,10,3,34.02222222
19/10/2024,2024,10,2,30.675
20/10/2024,2024,10,1.23,29.38181818
21/10/2024,2024,10,2.18,31.31818182
22/10/2024,2024,10,2.59,34.13
23/10/2024,2024,10,2.86,32.67272727
24/10/2024,2024,10,4.32,33.21111111
25/10/2024,2024,10,5.41,35.40909091
26/10/2024,2024,10,3.36,35.64545455
27/10/2024,2024,10,2.91,34.93636364
28/10/2024,2024,10,3.14,30.91818182
29/10/2024,2024,10,3.5,34.43636364
30/10/2024,2024,10,3.09,30.33636364
31/10/2024,2024,10,3.45,33
1/11/2024,2024,11,3.45,28.86956522
2/11/2024,2024,11,4.27,28.52916667
3/11/2024,2024,11,3.95,25.8
4/11/2024,2024,11,3.95,25.71904762
5/11/2024,2024,11,3.14,25.34090909
6/11/2024,2024,11,2.86,25.35833333
7/11/2024,2024,11,3.5,26.17916667
8/11/2024,2024,11,3.73,26.29565217
9/11/2024,2024,11,4.5,26.245
10/11/2024,2024,11,5.82,27.33043478
11/11/2024,2024,11,4.77,25.66666667
12/11/2024,2024,11,5.45,27.07916667
13/11/2024,2024,11,5.64,27.48095238
14/11/2024,2024,11,5.32,28.97826087
15/11/2024,2024,11,4.09,28.66956522
16/11/2024,2024,11,3.82,27.87916667
17/11/2024,2024,11,3.45,27.29583333
18/11/2024,2024,11,3.45,24.305
19/11/2024,2024,11,3.32,26.17391304
20/11/2024,2024,11,3.32,27.38333333
21/11/2024,2024,11,2.91,26.1
22/11/2024,2024,11,3.59,25.81363636
23/11/2024,2024,11,3.05,25.99565217
24/11/2024,2024,11,2.82,26.59545455
25/11/2024,2024,11,3.18,26.26956522
26/11/2024,2024,11,2.86,26.29166667
27/11/2024,2024,11,3.05,26.11666667
28/11/2024,2024,11,2.82,26.90434783
29/11/2024,2024,11,3.14,23.15833333
30/11/2024,2024,11,4.27,24.25714286
1/12/2024,2024,12,5.41,24.00909091
2/12/2024,2024,12,6.05,24.675
3/12/2024,2024,12,5.77,26.33478261
4/12/2024,2024,12,5.05,26.29583333
5/12/2024,2024,12,4.14,25.15217391
6/12/2024,2024,12,4.32,25.54583333
7/12/2024,2024,12,4.5,26.24583333
8/12/2024,2024,12,3.82,26.9125
9/12/2024,2024,12,3.59,24.95652174
10/12/2024,2024,12,4.68,25.32173913
11/12/2024,2024,12,4.68,26.64583333
12/12/2024,2024,12,3.86,27.53636364
13/12/2024,2024,12,3.18,26.53333333
14/12/2024,2024,12,2.95,25.69583333
15/12/2024,2024,12,3.05,23.70833333
16/12/2024,2024,12,3.18,22.64166667
17/12/2024,2024,12,4.23,23.07826087
18/12/2024,2024,12,4.91,23.36086957
19/12/2024,2024,12,4.14,22.18333333
20/12/2024,2024,12,4.91,21.01666667
21/12/2024,2024,12,5.55,22
22/12/2024,2024,12,4.27,20.72083333
23/12/2024,2024,12,5.14,21.61304348
24/12/2024,2024,12,5.45,22.26956522
25/12/2024,2024,12,5.32,22.46086957
26/12/2024,2024,12,5.68,25.39583333
27/12/2024,2024,12,5.64,26.74166667
28/12/2024,2024,12,3.95,25.17083333
29/12/2024,2024,12,3.5,23
30/12/2024,2024,12,,22.7
31/12/2024,2024,12,,23.0625
